respondent_id,xyz_vaccine,seasonal_vaccine
26707,0.07903781541519168,0.25500831827079545
26708,0.02305696474236031,0.015835666231598954
26709,0.4465074752936735,0.6802774626795294
26710,0.47533781226632565,0.778536482996772
26711,0.15108124597060837,0.3700651708818643
26712,0.39051860100860686,0.951139361955044
26713,0.669783495123302,0.5077666529885051
26714,0.1345511127563659,0.10716530237766875
26715,0.060847499003999536,0.09426268381102625
26716,0.09312492269154977,0.8480009588167146
26717,0.014787166363491568,0.5247215322106398
26718,0.20510861407562692,0.4533339675788572
26719,0.05126442646330535,0.9424827045720954
26720,0.039113307069102564,0.2150212584125284
26721,0.33643555276876463,0.2363490973931946
26722,0.09393136588722795,0.07855839014053136
26723,0.8018835922301258,0.9148447640880717
26724,0.0746404551649757,0.7910695667489059
26725,0.05192523368645653,0.053707240252314006
26726,0.047463426965950004,0.031324801545035884
26727,0.23610754831606182,0.7579050633250666
26728,0.1657872278073146,0.45788831633653554
26729,0.07251262597944128,0.19028288549462574
26730,0.05386654547279622,0.12437224552314605
26731,0.022332290054622138,0.18474592816188107
26732,0.08625487360962313,0.0756816884382142
26733,0.8998155542069737,0.9155981566812461
26734,0.31685480941170663,0.2854511414331021
26735,0.06408109491757089,0.376893214845525
26736,0.04250406146760509,0.10013799602578749
26737,0.044335384121611025,0.09999034799376381
26738,0.6576743393168639,0.723873191659586
26739,0.07424646834159868,0.17537674055451358
26740,0.060692373321250694,0.08352515733428319
26741,0.19096184454678447,0.8503456868656324
26742,0.11431146212057895,0.35631139215125596
26743,0.0613429362032871,0.34664855680438944
26744,0.058162324670872005,0.6639975227898427
26745,0.06482519799641964,0.8824733965851999
26746,0.10950917315496896,0.21861628899679766
26747,0.12010552305549689,0.22893421811752515
26748,0.049410258757916915,0.06679197136246759
26749,0.06698855473435184,0.4549909512873464
26750,0.5705809478433445,0.770348637774061
26751,0.20750176934926587,0.566299408013695
26752,0.029001627644618107,0.15290415496173815
26753,0.13108323397903202,0.5796753072150393
26754,0.11257793782606337,0.4303119458993299
26755,0.13145946282919885,0.38145326305838656
26756,0.016348118570438268,0.034015313177639214
26757,0.5152759173139433,0.5327635622832086
26758,0.5288615820632222,0.8052623216388927
26759,0.045997801274305444,0.21617117319496526
26760,0.01905481310907368,0.061276673482018505
26761,0.21203161853449173,0.5069897828710613
26762,0.09874791000842634,0.8443663848084753
26763,0.8002599833671025,0.9579098431640812
26764,0.8832430100061771,0.9331973885998037
26765,0.168334881216097,0.6955081088518161
26766,0.0989318269933373,0.11178985306243834
26767,0.7604618696292883,0.5707741204498414
26768,0.011326101592038649,0.19866257491129313
26769,0.11897422281448504,0.1564245241084925
26770,0.08054335235864261,0.5329568332234942
26771,0.02573257396343675,0.15041290749149308
26772,0.06459364901873779,0.48448048000272337
26773,0.011443771210255176,0.2032048444429424
26774,0.025497820826911925,0.2571331218290689
26775,0.05891771032932852,0.4747661713428882
26776,0.3410591440304391,0.3917787131296548
26777,0.07107947547389709,0.8196580470991853
26778,0.032977728680700924,0.04600428356412126
26779,0.0666138199000914,0.4172135162518408
26780,0.15936205387048105,0.9099388673918337
26781,0.15140367898219856,0.4482220145398799
26782,0.046112044015552384,0.2606424799597025
26783,0.11884868007362723,0.2607232249798272
26784,0.31712185391277115,0.8041739023221168
26785,0.2608264765547191,0.40782857896120817
26786,0.09243546562836119,0.17642851444756447
26787,0.17041278710173058,0.5684065239530643
26788,0.07749725577266686,0.8935447502358047
26789,0.021698671923893117,0.26007118867909007
26790,0.08378139418078666,0.17518730269304467
26791,0.0359043315891988,0.06423003205949655
26792,0.10319231136443101,0.7371266844298946
26793,0.10409499738373655,0.9237018199520198
26794,0.8470731794219406,0.863268095101329
26795,0.03521408218281933,0.9338622688764202
26796,0.02872751294571644,0.07713403462281651
26797,0.12195458773389554,0.7796012504228984
26798,0.14611497215066852,0.20642953612986115
26799,0.3016266188673939,0.1497458686642931
26800,0.030356570291139567,0.9105166506553044
26801,0.2798352220488207,0.13205146386543956
26802,0.1798090236816912,0.17997202675727766
26803,0.03479379242020062,0.11156921617290091
26804,0.046261773819131165,0.060358449501054956
26805,0.043621207729708705,0.13223741902285632
26806,0.0785011556653215,0.9095164306654648
26807,0.5331265111717374,0.9314944115238333
26808,0.17879903317779072,0.4158085686714479
26809,0.25190166937741526,0.16369756712977124
26810,0.017443989761186555,0.0757211285859843
26811,0.06845229781744488,0.06663305420070634
26812,0.10149120821898304,0.7009720149765516
26813,0.32273089891727896,0.3585940500896798
26814,0.04827135131058915,0.6022519354488742
26815,0.03625632264747094,0.06041724557515969
26816,0.03149599956884365,0.12526809713189938
26817,0.1352146933456211,0.6446579855728374
26818,0.045177548944762495,0.27805254693278536
26819,0.11996230146048141,0.1847689239161633
26820,0.13336349214055812,0.16878585730984233
26821,0.09523107659802178,0.4854212827432808
26822,0.14667426574278267,0.6095255755154902
26823,0.3540413351375079,0.5080815045845226
26824,0.04523322581679914,0.5810865537277226
26825,0.3365803265591216,0.7079233486845049
26826,0.10453832344811234,0.5814610648378075
26827,0.03925616428350508,0.1067334338068234
26828,0.22988397767002242,0.49438764999252116
26829,0.5384423207608854,0.8123558742288747
26830,0.06463821470787418,0.8177890069531205
26831,0.18800778882271516,0.8555392977878244
26832,0.11548621049455648,0.7460615916742616
26833,0.01754369101933484,0.49295666070628813
26834,0.24725213567359938,0.5311487426845042
26835,0.43670985298387766,0.8646035681279599
26836,0.17931507747604877,0.676246385754146
26837,0.07331408499522692,0.03151928403772733
26838,0.09606564809709878,0.3769502961926619
26839,0.15481316489346353,0.19290116347474773
26840,0.059439887432378796,0.11206041922203311
26841,0.4601780154964908,0.6375838762614207
26842,0.03395726466606403,0.10654835524986987
26843,0.017839912484963222,0.045495919632631845
26844,0.03823807757365367,0.3295336320507838
26845,0.05935761077089269,0.7005385078025839
26846,0.07645733858469661,0.8198775084948643
26847,0.24505421085897855,0.1313430041394234
26848,0.04390838143447528,0.5282211245481941
26849,0.4266759895235049,0.5168141883981926
26850,0.46237407060468827,0.582281057755778
26851,0.023402036303385537,0.06071115908107609
26852,0.025902714297645946,0.06920318607885094
26853,0.42601457793631087,0.33389361082507096
26854,0.011144989043729223,0.09302317288893006
26855,0.6028513212408869,0.8024633609302585
26856,0.10450573311253644,0.03617594101892508
26857,0.46476955545478266,0.056024121736355625
26858,0.07409405169085528,0.5445567186956405
26859,0.07475930432426671,0.13827104853742464
26860,0.11461715273732043,0.0810981807064066
26861,0.06562428275357136,0.0925815247954394
26862,0.07373926571688678,0.21717427119225918
26863,0.14765031760433603,0.2762307279633265
26864,0.5483409513282321,0.29081336567310023
26865,0.014069382651050136,0.03682126099453666
26866,0.15704418615222737,0.46962905127070703
26867,0.08115180775654131,0.1120760143852816
26868,0.730457162529028,0.9143925326639178
26869,0.04129421276766423,0.1686229095526316
26870,0.6270397355873909,0.7976320141994472
26871,0.04143718716227678,0.050681623929760916
26872,0.0521188526295966,0.18685897483702213
26873,0.08640790636919814,0.7393353056457082
26874,0.04104946249768744,0.06047799867887434
26875,0.7436837203101146,0.8504459362624158
26876,0.07840997165877454,0.03710928009450043
26877,0.027468170733755716,0.1030449472577172
26878,0.14603215904739772,0.17047180311441923
26879,0.029240272597276837,0.03451088532522743
26880,0.035304868048541965,0.061052853038836764
26881,0.027372300197227677,0.07280990820096893
26882,0.03495070896186419,0.07087504820520095
26883,0.05172249073287945,0.13635380354001564
26884,0.09026955507409197,0.11522641879257166
26885,0.22553930855862225,0.7087131772551457
26886,0.14654194506417842,0.8764897980066398
26887,0.6952391234763603,0.706758095326748
26888,0.8964679093378517,0.9503582809269832
26889,0.03286701901397379,0.09919273959271308
26890,0.20428309829788335,0.3221859457327999
26891,0.48934624163340207,0.6659354423857797
26892,0.07221815312585625,0.6130152579582757
26893,0.027625254925837322,0.10775606851824676
26894,0.07725261100780817,0.188636420091672
26895,0.05613881094767893,0.871141217740378
26896,0.03566808627727895,0.04866199778237377
26897,0.07035392914684732,0.5553819064932669
26898,0.11986600886646798,0.4587793363435214
26899,0.04618889302444445,0.06235382477425492
26900,0.046978892546965904,0.18807764589719064
26901,0.03395867712310775,0.35772607916887783
26902,0.24838138902845242,0.9095263991862882
26903,0.2010969572321312,0.07619256300392716
26904,0.06410253083060934,0.379068413387107
26905,0.6175839428092784,0.8817490564101429
26906,0.06430158267883322,0.3202511694130309
26907,0.016112065127364492,0.46181536054526195
26908,0.10673368690889987,0.7943480613449524
26909,0.09343404395123464,0.19973830903321227
26910,0.07189846192943246,0.2837819683474766
26911,0.02214152608856093,0.07948748765216462
26912,0.3458906364354529,0.9146614508467453
26913,0.7343140355858851,0.7197416315236391
26914,0.06807393439347727,0.2101789547659783
26915,0.11916348703852027,0.7234604593815962
26916,0.05519144665367024,0.2874762405883922
26917,0.013517128923840774,0.07097790474519242
26918,0.8167642235604738,0.9356163637726703
26919,0.2705476918536857,0.5213864516369153
26920,0.033514876936587015,0.10093900412454587
26921,0.13117539407868112,0.7547021914967192
26922,0.027148782919149805,0.7254535255941951
26923,0.09922675281524114,0.4496461671925706
26924,0.7511159492398385,0.9289991150986826
26925,0.08533378765608407,0.6607542544676193
26926,0.4286876750845079,0.464841690427708
26927,0.2388940562700015,0.5717371098947363
26928,0.04462792551950395,0.405548190474188
26929,0.04580432018276796,0.09425628647329289
26930,0.5820681488630605,0.8001165006150435
26931,0.14233386832659684,0.4088996316915049
26932,0.0571223643122201,0.9269226451001293
26933,0.06306281176139854,0.5522510838094687
26934,0.4827147183751055,0.5369582398920186
26935,0.16198187232342887,0.46530109566957173
26936,0.27485101087144365,0.18611887951840642
26937,0.3319858555139464,0.8154316798843426
26938,0.05766421508286747,0.040499618934796554
26939,0.041457408079901066,0.05336141619357922
26940,0.045327954969059205,0.13332706430596206
26941,0.05809179030225956,0.457376536543961
26942,0.3346107349244909,0.7994629558523834
26943,0.13829136876999643,0.644606234566873
26944,0.08111775470474447,0.16707026620480714
26945,0.11371362448425996,0.542876619637338
26946,0.1275573298092609,0.629641707736646
26947,0.1867324339052503,0.5103360294538045
26948,0.03627357237950008,0.0683322031313331
26949,0.021992311008893015,0.05700278652227995
26950,0.05344176891382793,0.43478528879955225
26951,0.09564366037599882,0.2127375892899702
26952,0.8376442693956484,0.8703125125878656
26953,0.7238261607608518,0.9279024170402916
26954,0.03126730587507158,0.07641451316807066
26955,0.15628434062154783,0.6685666606285667
26956,0.073759822269393,0.20689946485459904
26957,0.03867273975374042,0.9070296143200856
26958,0.10577853517360082,0.7513935378207633
26959,0.023570897734843506,0.14489111417320696
26960,0.025004521645216212,0.05367558391433527
26961,0.24656617692848712,0.46881494728953366
26962,0.1637987864536322,0.8261997044516437
26963,0.07227078311470526,0.2650762983524127
26964,0.05328472800407342,0.13920809044635463
26965,0.8119681999603771,0.8678895275033125
26966,0.023100844565558276,0.03857174522986976
26967,0.09264575941595957,0.5239652593838997
26968,0.03661298068068369,0.7703543023451704
26969,0.05417973226859663,0.23735404451546563
26970,0.4682000666502926,0.37312066223834284
26971,0.07962207913680504,0.18418801360429202
26972,0.008247668699491208,0.033167417396084656
26973,0.02542630870847884,0.09894464652550647
26974,0.2304512619072982,0.2760583516318218
26975,0.09372578534546848,0.684600003512498
26976,0.8617557084715697,0.4212216106445983
26977,0.08681268227263604,0.3435043883388289
26978,0.02745969103816246,0.7764851894159865
26979,0.45526592214860284,0.6824824413489406
26980,0.05019620845850063,0.07644815088908517
26981,0.0604645026071097,0.23729639530652935
26982,0.5317374009216748,0.8214717334913545
26983,0.1123630690796551,0.4047529324283393
26984,0.0361130247668807,0.09387622708051517
26985,0.02592018167104252,0.07607787795079782
26986,0.11978042853797903,0.4295732272295288
26987,0.0556106774876669,0.12147560240135848
26988,0.050377418654544044,0.12398664162994229
26989,0.302874908316218,0.7551646074148711
26990,0.02704429487250983,0.12400177221493454
26991,0.3197691379483648,0.35137292861358715
26992,0.19894084322385497,0.32290067383220405
26993,0.10847516873679956,0.8400183886199445
26994,0.1226075602625903,0.2423921532560034
26995,0.1944329988833817,0.38942102735857254
26996,0.21041477185642338,0.3514199403151495
26997,0.01653813219494454,0.06812107427276931
26998,0.05460571466563363,0.033292014184776765
26999,0.4486771418762294,0.42093706641272394
27000,0.16446553829502414,0.30447269759201445
27001,0.10988991751757368,0.7799185393401344
27002,0.012550875417718658,0.1688805336997849
27003,0.02038472598050975,0.037887012983285576
27004,0.07767143356147689,0.19562907320634498
27005,0.43513939943651814,0.7045160426603855
27006,0.8010871528759674,0.8989212352359472
27007,0.026652698182933143,0.0602659742427329
27008,0.06250943617379782,0.050956585017645745
27009,0.0729730743612581,0.2504188313962193
27010,0.07419566098360489,0.16724476205058428
27011,0.05777481590817981,0.09668659510234215
27012,0.14640394573099014,0.6149399024982939
27013,0.08488428978711289,0.37188599350720913
27014,0.01903142414582004,0.2503807112130635
27015,0.04523644153608691,0.1609674564299887
27016,0.13768459432173766,0.2303255923760916
27017,0.3810516103450635,0.7857743741683683
27018,0.09508823538412321,0.25997324593676974
27019,0.8500722528629476,0.9522399392998001
27020,0.197372674297844,0.16804283436346518
27021,0.09549171584315216,0.5018740251994306
27022,0.16598586239733393,0.1891986431249808
27023,0.05814731742384233,0.14459924715596909
27024,0.13330124025688378,0.3742005361897229
27025,0.08074976364443119,0.0365744644675336
27026,0.07582802264543063,0.6110220042248147
27027,0.06929290647216525,0.7795994636783017
27028,0.277188095818665,0.7971846469131768
27029,0.05223037389661338,0.1797724867682152
27030,0.05319493457388357,0.16281328593884029
27031,0.16033351844117139,0.8426445701561
27032,0.23185700662667846,0.5378587096020512
27033,0.2342385533803064,0.6953498046352539
27034,0.014936769509372885,0.6379858782634027
27035,0.078410270407069,0.18692167640369736
27036,0.11774779621397108,0.6411358067484497
27037,0.4556697882135448,0.6789384182581137
27038,0.02329120905204564,0.03318761794992416
27039,0.7612541738541182,0.8964725450190958
27040,0.41496351132660725,0.19801550749044075
27041,0.0869779158749581,0.595413357587377
27042,0.05870934746873738,0.4480716892899896
27043,0.36389365077159025,0.6354189461236731
27044,0.02035116254343648,0.039760109257352134
27045,0.11996302682978138,0.5534381595943844
27046,0.048874124300789475,0.11035258321568506
27047,0.4787174751968578,0.37216391127518844
27048,0.21012357088869257,0.3630105319257428
27049,0.2194775541489222,0.8417782903110074
27050,0.06076993899592796,0.5081381588959418
27051,0.1237161824295466,0.26880070591519256
27052,0.05425428205368633,0.2246247211187839
27053,0.9247839386565555,0.9204338147312636
27054,0.020649088365130006,0.040231779616789975
27055,0.1001311617097793,0.8589292198156057
27056,0.08363249685200613,0.06018988736379969
27057,0.022751972533031368,0.033904686094444046
27058,0.8242576084885567,0.8897338619550195
27059,0.0922729678557155,0.11289058323199011
27060,0.034825004725879384,0.28505871715303366
27061,0.05249166733915873,0.38492824117940644
27062,0.044298538667306146,0.3884376223966031
27063,0.05608664319508786,0.4801951389659442
27064,0.08341630394385531,0.6357199966300363
27065,0.05682882229857983,0.3416270091273985
27066,0.030491759798312527,0.48378605884708664
27067,0.3413215374175626,0.7096212027714918
27068,0.8299678695118184,0.8657137130285867
27069,0.6771622558582115,0.9523532591997852
27070,0.022683938360007885,0.034179799961380486
27071,0.041509687550299657,0.09013579919939438
27072,0.07088158649844441,0.6560831887287149
27073,0.037322537241379135,0.8063066491912755
27074,0.03034337044272764,0.2102570577027034
27075,0.6945023971100714,0.6541035415008463
27076,0.39340858577558246,0.6490258728590819
27077,0.028461240343869952,0.05797084149007432
27078,0.20195649237850716,0.8293255606157769
27079,0.21982233699104126,0.8992736801157116
27080,0.12644801858371574,0.12827368557606889
27081,0.022310273116762383,0.6233813397146992
27082,0.12014450376422975,0.28643073979204525
27083,0.046951526823359985,0.2691336823481348
27084,0.714082161492977,0.5433235616371176
27085,0.017312988937285508,0.06357186826427619
27086,0.05891702590004792,0.12380413856757047
27087,0.12185898496102125,0.2381815364518615
27088,0.31485226060227417,0.5932160746265857
27089,0.12048783035565225,0.13646494652694777
27090,0.24669639717845598,0.526704112471441
27091,0.4511393515241724,0.36542261961863154
27092,0.06520661578514368,0.20613835264681962
27093,0.1519728179495623,0.15436997676918743
27094,0.011372319708979612,0.05488706000694929
27095,0.11146291326028256,0.5695217225736603
27096,0.02750183614009094,0.13455978950652894
27097,0.5477829775305427,0.4369357798959974
27098,0.39673421113222845,0.7224207216315359
27099,0.2322403446557366,0.46777132612489214
27100,0.06033264524125594,0.8177247314106797
27101,0.08113897247081225,0.6584960879321375
27102,0.07213800793941068,0.768602154480863
27103,0.01381590896319265,0.05444174829352752
27104,0.15386549147401085,0.23175343783639787
27105,0.031119691464591107,0.26749652436549276
27106,0.661741983305969,0.8906713157541094
27107,0.3436921797300805,0.7558050330333911
27108,0.09383509777741249,0.19353849476948398
27109,0.11604974370258214,0.08720080333247585
27110,0.08292383341532186,0.25809538766495416
27111,0.06920495177942858,0.3145817490545683
27112,0.27488963388596827,0.47034547603166793
27113,0.09477977610454438,0.14719525239356826
27114,0.06648642185757925,0.20890178244546515
27115,0.323799025937393,0.8842545755823871
27116,0.15732813675952495,0.926509534151553
27117,0.042340864237641745,0.07534689883071206
27118,0.17246055527747473,0.5630850017883685
27119,0.0527478258127246,0.23437257904660938
27120,0.3737113897782801,0.9376381765684825
27121,0.017454885489019214,0.7515311266273494
27122,0.03768082571202441,0.20379781318210388
27123,0.02949819944951728,0.10948246658789072
27124,0.045108513515628494,0.10313509356087511
27125,0.019273027896298162,0.046221994464721736
27126,0.138413829032704,0.07818782933426227
27127,0.05630748030692478,0.05436601365858063
27128,0.13895900692191931,0.49997342649539817
27129,0.3043127804663463,0.4344641482906176
27130,0.06792602754174938,0.24531548725308325
27131,0.08405367984681088,0.11255926145742289
27132,0.5997003200370689,0.8943306067663687
27133,0.2247487091528414,0.5727265316680551
27134,0.665425499447428,0.9458119390887011
27135,0.14230042797496154,0.44622286592607596
27136,0.08751300460742167,0.5553658585543633
27137,0.035132877843309866,0.1318941162190084
27138,0.16624839143714965,0.4720593183171042
27139,0.13781047259345436,0.16475925817101672
27140,0.8660914854939503,0.9506144416549905
27141,0.44828861289520305,0.4489093615179635
27142,0.06535350400002637,0.19609120630027055
27143,0.16109754663895992,0.4029074653124153
27144,0.06127678661931758,0.05161564286441563
27145,0.39168666192396595,0.6636375678493158
27146,0.05725939364446082,0.9068734747050187
27147,0.05196392642339998,0.2666668253255659
